780.0,941.0,53.0,80.0
778.0,943.0,53.0,80.0
775.0,949.0,53.0,80.0
772.0,956.0,53.0,80.0
769.0,962.0,53.0,80.0
765.0,967.0,53.0,80.0
760.0,972.0,53.0,80.0
755.0,975.0,53.0,80.0
750.0,976.0,53.0,80.0
745.0,977.0,53.0,80.0
741.0,976.0,53.0,80.0
734.0,974.0,53.0,80.0
725.0,973.0,53.0,80.0
715.0,974.0,53.0,80.0
708.0,976.0,53.0,80.0
631.0,871.0,53.0,80.0
561.0,736.0,53.0,80.0
508.0,656.0,53.0,80.0
486.0,654.0,53.0,80.0
468.0,696.0,53.0,80.0
456.0,700.0,53.0,80.0
442.0,713.0,53.0,80.0
420.0,730.0,53.0,80.0
399.0,734.0,53.0,80.0
388.0,738.0,53.0,80.0
392.0,743.0,53.0,80.0
396.0,738.0,53.0,80.0
394.0,731.0,53.0,80.0
399.0,731.0,53.0,80.0
416.0,722.0,53.0,80.0
453.0,746.0,53.0,80.0
466.0,745.0,53.0,80.0
488.0,728.0,53.0,80.0
40.836080216540346
