569.6397508607997,334.35376680959985,123.83472844799995,191.94382909439992
549.8261943091197,356.64401793023984,148.60167413759993,230.3325949132799
682.0,291.0,20.0,31.0
663.5519999999999,248.832,41.471999999999994,64.2816
577.7633090469885,192.5877696823295,213.9864107581439,331.67893667512305
610.5740083199997,335.3857228799999,85.99633919999997,133.29432575999996
601.9743743999998,361.18462463999987,85.99633919999997,133.29432575999996
573.8938141331491,363.15588775856816,102.19896072716999,158.40838912711348
485.02512257955635,324.3820710530248,170.79032413171726,264.7250024041618
499.3016251023358,347.72791748198387,178.32200896511992,276.3991138959359
534.9660268953597,320.9796161372159,178.32200896511992,276.3991138959359
646.4200450790769,300.86207365645856,119.27905655890808,184.8825376663075
563.6432371192183,265.20244160120455,124.02839535723773,192.24401280371848
508.86952249163147,75.54068987965928,119.93109860581751,185.89320283901714
25.96981183608262
