1513.0,989.0,56.0,40.0
1503.0,967.0,56.0,40.0
1559.0,929.0,56.0,40.0
1643.0,883.0,56.0,40.0
1608.0,852.0,56.0,40.0
1603.0,848.0,56.0,40.0
1618.0,872.0,56.0,40.0
1626.0,874.0,56.0,40.0
1552.0,875.0,56.0,40.0
1455.0,869.0,56.0,40.0
1407.0,862.0,56.0,40.0
1386.0,847.0,56.0,40.0
1390.0,828.0,56.0,40.0
1402.0,813.0,56.0,40.0
1432.0,772.0,56.0,40.0
1490.0,761.0,56.0,40.0
1553.0,712.0,56.0,40.0
1568.0,641.0,56.0,40.0
1481.0,526.0,56.0,40.0
1318.0,449.0,56.0,40.0
1244.0,381.0,56.0,40.0
1269.0,265.0,56.0,40.0
1216.0,87.0,56.0,40.0
1122.0,19.0,56.0,40.0
1123.0,64.0,56.0,40.0
1140.0,0.0,56.0,40.0
1150.0,5.0,56.0,40.0
38.30833169848447
